Raw FPS for the first 1000 frames.

59.9995,1.84839,14.0198,59.9999,53.8346,59.9999,59.9995,59.9992,59.9992,59.7389,59.9999,59.9995,59.9999,59.9999,59.9992,59.9992,59.9984,59.9999,59.9992,59.9999,59.9992,59.9995,59.9992,59.9999,59.9999,59.9995,59.9992,59.9988,59.9992,59.9992,59.9992,59.9999,
59.9999,59.9988,53.5653,59.9988,59.9992,59.9995,57.5762,59.9992,59.9988,59.9988,58.2425,59.9999,59.9999,59.9999,59.9988,59.9992,59.9992,59.9999,54.9149,59.9995,59.9999,59.9999,59.9988,59.9988,59.9988,59.9992,59.9999,59.9992,56.0058,59.9553,59.9988,59.9999,
59.9995,59.9992,59.9988,59.9995,59.9999,59.9995,59.9992,59.9999,59.9992,59.9988,59.9995,59.9999,59.9995,59.9999,59.9988,59.9995,59.9999,59.9995,59.9999,59.9992,59.9999,59.9988,59.9995,59.9992,59.9992,59.9999,59.9999,59.9988,59.9995,59.9992,59.9992,59.9995,
59.7325,59.9988,57.5238,59.2958,59.9995,59.9999,59.9999,59.9431,59.9999,59.9988,59.9988,59.9995,59.9988,59.9999,59.9563,59.9999,59.9992,59.9995,59.9995,59.8211,59.9992,59.9992,59.9992,59.9988,59.9999,59.8605,59.9995,59.9995,59.9999,59.9999,59.9992,59.9995,
59.9981,59.9995,59.9992,59.9999,59.9992,59.9992,59.9992,59.9999,59.9988,59.9992,59.9992,59.9992,49.0636,56.6537,59.9988,59.9992,59.9988,59.9995,59.9988,59.9992,59.9995,59.9999,59.9995,59.9992,59.9999,59.9988,59.9995,59.9988,59.9992,59.9995,59.9995,59.8219,
59.9995,57.6608,59.9992,59.5859,59.9992,59.9999,59.9992,59.9999,59.956,59.9992,59.9988,55.7718,59.8265,59.9992,59.9999,59.9999,50.9188,59.9995,59.9036,59.9995,59.9988,59.9992,59.9999,59.9992,59.9995,59.9995,59.9999,59.9999,59.9999,59.9988,59.9995,59.9995,
59.9995,59.9298,59.9999,59.9992,59.9596,58.2937,59.9988,59.9988,59.9984,59.9999,59.9999,59.9992,55.4816,59.9999,59.9988,59.9988,59.9988,58.7534,59.9999,59.9999,59.9999,59.9988,59.9999,59.9992,59.9992,59.9999,59.9992,46.6775,59.9348,59.9992,59.9995,56.3196,
59.9992,59.9995,59.9992,59.9995,59.9999,59.9999,59.9988,59.9995,59.8975,59.9992,59.9995,59.9999,59.9992,59.9992,59.9992,59.9988,59.9988,59.9988,59.9981,59.9988,59.9999,59.9992,59.9999,59.9988,59.9999,59.9988,59.9988,59.9999,59.9995,59.9988,59.9992,59.9995,
59.9992,59.0382,59.9999,59.6356,59.4283,59.9988,53.5607,59.9995,59.9995,59.9995,59.9988,53.1259,59.9992,50.9713,59.9988,59.9988,59.9995,59.9995,59.9995,59.9999,59.9999,59.9999,59.9999,59.9995,59.9995,59.9992,59.9992,59.9988,59.9992,59.9999,59.9999,51.937,
59.9995,59.9992,59.9992,59.9999,59.9992,59.9822,59.9995,59.9995,59.8036,57.5397,59.8276,56.4774,59.9992,59.9992,59.9992,58.6311,15.9794,59.9992,59.9995,56.0434,59.9988,47.2688,45.534,59.9988,59.9995,59.9999,59.9992,59.9995,58.8221,53.0859,59.9995,59.9992,
