Raw FPS for the first 1000 frames.

59.9999,59.9992,50.4236,59.9999,59.9992,59.9999,59.9992,59.9995,59.9995,59.9995,59.9995,59.9988,59.9999,59.9999,59.9999,59.9995,59.9988,59.9988,59.9999,59.9999,53.7089,59.9995,59.9988,59.9995,59.9999,59.9992,59.9988,59.9999,49.5287,46.3633,59.9992,59.9995,
59.9999,59.9226,59.9999,59.9992,57.2643,59.9988,59.9992,52.4739,59.9999,59.9992,59.9999,59.9988,59.9999,59.9992,59.9988,59.9995,59.9999,59.9995,59.9999,59.9988,59.9988,59.9999,59.9988,59.9988,59.9988,59.9992,59.9995,59.9988,59.7236,59.9992,49.8997,59.9992,
59.9999,59.9999,59.9999,59.9999,59.9995,59.9992,59.9988,59.9988,59.9988,59.9999,59.9984,53.4048,55.7342,59.9988,55.4348,59.9999,52.8759,59.9999,59.9999,59.9999,59.9992,59.9992,59.9999,59.9992,59.9995,59.9988,59.9992,59.9995,59.9988,59.9995,56.0466,59.9988,
49.571,59.9995,59.9995,59.9988,59.9988,59.9995,59.9992,59.9988,59.9999,59.9988,58.7914,59.9992,46.2387,59.9988,59.9988,59.9992,59.9999,59.9992,59.9995,59.9988,59.9988,50.7586,59.9999,57.2174,59.9988,59.9999,59.9988,59.306,46.9428,59.9988,59.9992,53.3299,
51.6444,59.9995,59.9992,59.9999,59.9988,59.9431,59.9992,59.9992,59.7593,59.9999,59.9988,59.9995,59.9992,59.9988,59.9984,49.7319,59.9988,59.9999,59.9995,47.4559,59.9992,59.9995,59.9995,45.7427,59.9992,53.3407,59.9992,52.1866,59.9452,59.9988,59.9992,59.9999,
59.9992,59.9999,59.9992,59.9992,59.9995,59.9988,59.9988,59.9992,56.4911,45.5917,59.9995,59.9995,59.9999,59.9988,59.9992,59.9999,59.9988,59.9988,59.9995,54.4067,59.9988,52.3538,59.9999,59.9988,59.9999,59.9999,51.705,48.2309,59.9992,59.9999,59.9992,59.9981,
59.9995,59.9992,59.9992,59.9999,59.9992,59.9992,59.9999,59.9999,59.9999,59.9988,59.9988,59.9992,59.9992,59.9992,59.9999,59.9999,59.9992,59.9992,59.9988,59.9988,59.9995,59.9995,59.9995,59.9988,59.9999,59.9999,59.9995,59.9995,59.9992,59.9992,59.9992,59.9988,
59.9999,59.9999,59.9992,59.9999,59.9988,59.9995,59.9988,59.9995,59.9999,55.9694,59.9992,59.9995,59.9999,59.9643,59.9988,55.3557,59.9992,59.9992,59.9992,59.9999,59.9999,59.9995,59.9999,59.9995,59.9992,59.7033,59.9995,51.453,59.9999,59.9995,59.9999,59.9995,
59.9999,59.9999,59.9999,59.9992,59.9995,59.9974,59.9999,59.9999,59.9995,59.9995,59.9999,59.9988,59.9995,59.9977,59.9995,59.9988,59.9988,59.9992,59.9992,59.9995,59.9995,59.9992,59.9999,59.9999,59.9992,59.9995,59.9984,59.9988,59.9995,50.7318,59.9999,59.9992,
59.9999,46.624,59.9992,59.9992,59.9992,58.3679,59.9988,59.9995,59.9995,51.0997,59.9992,59.9992,59.9995,59.9992,59.9999,48.2859,59.9992,59.9999,49.4442,59.9999,55.0343,59.9995,59.9995,59.9999,59.9992,59.9988,59.9988,49.363,59.9992,55.6802,59.9995,59.9992,
59.9999,59.9999,59.9988,59.9999,59.9999,59.9999,59.9988,59.9995,57.7961,59.9988,59.9995,52.4263,59.9988,59.9995,59.9992,59.9988,59.9995,59.9999,59.9988,59.9992,59.9995,59.9984,59.9995,59.9995,59.9992,59.9995,59.9988,59.9992,59.9999,50.6303,59.9992,59.9988,
59.9992,59.9118,59.9995,59.9999,59.9995,59.9999,59.9995,59.9992,59.9995,59.9995,50.4475,59.9988,59.9988,59.9988,59.9999,59.9999,59.9992,59.9999,59.9995,59.9999,59.9992,59.9992,59.9995,59.9992,59.9988,59.9999,59.9999,59.9992,59.9995,59.9999,59.9995,59.9992,
59.9999,57.1337,59.9995,59.9995,59.9992,59.9999,59.9988,59.9999,59.9995,59.9995,59.9988,59.9999,59.9992,46.1242,59.9995,59.9988,59.9992,59.9999,59.9995,59.9999,59.9984,59.9988,59.9988,59.9995,59.9992,59.9992,59.9992,59.9999,59.9992,59.9995,57.6645,59.9988,
44.8515,59.9999,59.9992,59.9992,59.9988,59.9988,59.9999,59.9995,59.9992,59.9999,59.9992,59.9999,59.9992,59.9995,59.9992,59.9995,59.9988,59.9999,59.9992,59.9984,59.9995,59.9999,59.9999,48.979,46.9398,53.8718,59.9999,59.9995,59.9999,50.0165,59.9995,59.9992,
59.9988,59.9999,59.9995,59.9988,59.9992,59.9992,59.9999,59.9995,59.9999,59.9988,59.9999,59.9995,59.9988,59.9992,59.9992,59.9988,59.9988,50.2444,59.9992,59.9992,59.9995,59.9999,59.9995,59.9995,59.9988,59.9999,59.9995,59.9992,59.9999,59.9988,59.9992,59.9999,
59.9992,59.9992,59.9995,59.9995,59.9999,59.9995,59.9999,59.9988,59.9988,57.9717,59.9995,52.3193,54.7351,59.9995,59.9999,59.9992,59.9988,59.9999,59.9988,59.9992,59.9999,57.3431,59.9992,59.9988,58.0616,59.9988,59.9995,59.9999,59.9992,59.9992,59.9948,59.9988,
59.9992,59.9999,52.7059,59.9992,59.9992,59.9995,45.2483,59.9995,59.9992,59.9988,58.9275,59.9992,59.9999,59.9999,55.9319,59.9992,59.9995,59.9999,59.9999,59.9992,59.9988,59.9999,59.9999,59.9992,59.9999,59.9995,52.8307,59.9988,59.5022,59.9995,59.9992,59.9995,
59.9999,59.9999,59.9988,59.9995,59.9999,59.9995,50.5648,59.9984,59.9988,59.9988,59.9984,59.9352,59.9999,59.9999,59.9348,59.9992,59.9999,59.9988,59.9992,59.9988,59.9984,59.9988,59.9992,59.9988,59.9999,59.9988,49.1828,46.6453,59.9999,59.9988,59.9988,59.9995,
59.9988,59.9995,59.9999,59.9992,59.9988,59.9995,59.9999,59.9995,47.8643,59.9999,59.9992,59.9995,59.9992,59.9992,59.9999,59.9992,59.9992,59.9995,59.9995,59.9988,57.2921,59.9988,58.3223,59.9988,59.9995,59.9992,59.9988,59.9995,59.9999,59.9995,59.9992,59.9992,
59.9995,59.9992,59.9992,59.9999,59.9992,59.9999,59.9995,59.9992,59.9992,59.9995,59.9992,59.9999,59.9995,59.9995,59.9995,48.2351,59.8369,59.9999,59.9995,59.9995,59.9992,59.9995,59.1303,59.9111,59.9995,52.7218,59.9992,59.9995,59.9999,58.853,59.9999,59.9992,
59.9999,59.9988,59.81,59.9999,59.9992,59.9995,47.2137,59.9999,59.9992,59.9995,59.9995,59.9988,59.9999,59.9999,59.9988,59.9988,59.9999,59.9999,54.9608,59.9999,59.9992,59.9992,59.9988,59.9992,59.9966,59.9992,59.1583,59.9995,51.8766,59.9999,59.9984,59.9988,
59.9988,59.9995,59.9995,59.9992,59.9995,53.8315,59.9438,59.9995,
